 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL340	 Cytochrome P450 3A4 
 2 	 CHEMBL1978	 Cytochrome P450 19A1 
 3 	 CHEMBL3199	 Acetylcholinesterase 
 4 	 CHEMBL220	 Acetylcholinesterase 
 5 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 6 	 CHEMBL253	 Cannabinoid CB2 receptor 
 7 	 CHEMBL5113	 Orexin receptor 1 
 8 	 CHEMBL4792	 Orexin receptor 2 
 9 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 10 	 CHEMBL240	 HERG 
 11 	 CHEMBL339	 Dopamine D2 receptor 
 12 	 CHEMBL288	 Phosphodiesterase 4D 
 13 	 CHEMBL1827	 Phosphodiesterase 5A 
 14 	 CHEMBL275	 Phosphodiesterase 4B 
 15 	 CHEMBL2069	 Thromboxane A2 receptor 
 16 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 17 	 CHEMBL4302	 P-glycoprotein 1 
 18 	 CHEMBL2007625	 Isocitrate dehydrogenase [NADP] cytoplasmic 
 19 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 20 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
