 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL301	 Cyclin-dependent kinase 2 
 2 	 CHEMBL5443	 Cell division cycle 7-related protein kinase 
 3 	 CHEMBL5888	 Mitogen-activated protein kinase kinase kinase 14 
 4 	 CHEMBL6009	 Diacylglycerol O-acyltransferase 1 
 5 	 CHEMBL4630	 Serine/threonine-protein kinase Chk1 
 6 	 CHEMBL3130	 PI3-kinase p110-delta subunit 
 7 	 CHEMBL3145	 PI3-kinase p110-beta subunit 
 8 	 CHEMBL3267	 PI3-kinase p110-gamma subunit 
 9 	 CHEMBL3268	 PI4-kinase beta subunit 
 10 	 CHEMBL3667	 PI4-kinase alpha subunit 
 11 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 12 	 CHEMBL4561	 Neuropeptide Y receptor type 5 
 13 	 CHEMBL3231	 Rho-associated protein kinase 1 
 14 	 CHEMBL226	 Adenosine A1 receptor 
 15 	 CHEMBL251	 Adenosine A2a receptor 
 16 	 CHEMBL255	 Adenosine A2b receptor 
 17 	 CHEMBL4224	 Dual specificty protein kinase CLK1 
 18 	 CHEMBL5508	 Dual specificity tyrosine-phosphorylation-regulated kinase 1A 
 19 	 CHEMBL256	 Adenosine A3 receptor 
 20 	 CHEMBL331	 Cyclin-dependent kinase 4 
