 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL284	 Dipeptidyl peptidase IV 
 2 	 CHEMBL3252	 Beta-1 adrenergic receptor 
 3 	 CHEMBL3023	 Sphingosine kinase 2 
 4 	 CHEMBL4394	 Sphingosine kinase 1 
 5 	 CHEMBL219	 Dopamine D4 receptor 
 6 	 CHEMBL1741176	 X-box-binding protein 1 
 7 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 8 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 9 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 10 	 CHEMBL1867	 Alpha-2a adrenergic receptor 
 11 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 12 	 CHEMBL1941	 Histamine H2 receptor 
 13 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 14 	 CHEMBL2035	 Muscarinic acetylcholine receptor M5 
 15 	 CHEMBL216	 Muscarinic acetylcholine receptor M1 
 16 	 CHEMBL222	 Norepinephrine transporter 
 17 	 CHEMBL228	 Serotonin transporter 
 18 	 CHEMBL231	 Histamine H1 receptor 
 19 	 CHEMBL2327	 Neurokinin 2 receptor 
 20 	 CHEMBL234	 Dopamine D3 receptor 
