 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1900	 Aldose reductase 
 2 	 CHEMBL1942	 Alpha-2b adrenergic receptor 
 3 	 CHEMBL4502	 Cytidine deaminase 
 4 	 CHEMBL5485	 D-amino-acid oxidase 
 5 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 6 	 CHEMBL3594	 Carbonic anhydrase IX 
 7 	 CHEMBL3106	 Thymidine phosphorylase 
 8 	 CHEMBL3510	 Carbonic anhydrase XIV 
 9 	 CHEMBL3242	 Carbonic anhydrase XII 
 10 	 CHEMBL2326	 Carbonic anhydrase VII 
 11 	 CHEMBL2622	 Aldose reductase 
 12 	 CHEMBL3753	 Glutamate receptor ionotropic, AMPA 1 
 13 	 CHEMBL3504	 Glutamate receptor ionotropic, AMPA 3 
 14 	 CHEMBL2372	 Catechol O-methyltransferase 
 15 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 16 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 17 	 CHEMBL5921	 Bifunctional protein NCOAT 
 18 	 CHEMBL261	 Carbonic anhydrase I 
 19 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 20 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
