 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2664	 Adenosylhomocysteinase 
 2 	 CHEMBL1910	 Adenosine deaminase 
 3 	 CHEMBL318	 Adenosine A1 receptor 
 4 	 CHEMBL226	 Adenosine A1 receptor 
 5 	 CHEMBL251	 Adenosine A2a receptor 
 6 	 CHEMBL256	 Adenosine A3 receptor 
 7 	 CHEMBL284	 Dipeptidyl peptidase IV 
 8 	 CHEMBL302	 Adenosine A2a receptor 
 9 	 CHEMBL3360	 Adenosine A3 receptor 
 10 	 CHEMBL3589	 Adenosine kinase 
 11 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 12 	 CHEMBL4338	 Purine nucleoside phosphorylase 
 13 	 CHEMBL2880	 Adenylate cyclase type V 
 14 	 CHEMBL2384	 Adenosine kinase 
 15 	 CHEMBL2325	 G protein-coupled receptor 80 
 16 	 CHEMBL4040	 MAP kinase ERK2 
 17 	 CHEMBL1075167	 Homeodomain-interacting protein kinase 4 
 18 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 19 	 CHEMBL2292	 Dual-specificity tyrosine-phosphorylation regulated kinase 1A 
 20 	 CHEMBL2468	 Death-associated protein kinase 3 
