pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_ADIPOGENESIS,0.49834437086092714,0.5191087196467992,0.06961334388509648,-0.24368705992074133,-0.9818876002480075,183,
HALLMARK_ALLOGRAFT_REJECTION,2.8042058552425624e-7,2.8042058552425622e-6,0.674962860011025,0.5393527221859896,2.093786123088547,101,
HALLMARK_ANDROGEN_RESPONSE,0.2718204488778055,0.36732493091595336,0.13077713797197438,0.2848299060652618,1.0879627417383262,91,
HALLMARK_ANGIOGENESIS,0.3960216998191682,0.46665895329553786,0.08628656262672446,-0.3618677477955984,-1.035365887337668,25,
HALLMARK_APICAL_JUNCTION,0.13043478260869565,0.21739130434782608,0.15419096658142434,-0.3016066745394056,-1.1967021198552847,158,
HALLMARK_APICAL_SURFACE,0.010957925703296196,0.030438682509156097,0.3807304007227924,-0.5288776535218516,-1.6206590753296515,34,
HALLMARK_APOPTOSIS,0.0027897923325680076,0.010729970509876953,0.4317076958033464,0.3742688553687974,1.5199298656318831,136,
HALLMARK_BILE_ACID_METABOLISM,0.02216862116371965,0.052782431342189635,0.35248785758361917,-0.3931638745929728,-1.4192263050253062,86,
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.47189097103918226,0.5129249685208502,0.07380527241712746,-0.2792799624980204,-0.9788220821300878,68,
HALLMARK_COAGULATION,0.00909216753587363,0.029874503833879185,0.3807304007227924,0.40484252707740565,1.5155413156438955,84,
HALLMARK_COMPLEMENT,4.858462786280304e-12,1.214615696570076e-10,0.8870749883998732,0.5747114108797842,2.357356309378093,144,
HALLMARK_DNA_REPAIR,7.818036801753198e-4,0.003909018400876599,0.47727081536286214,0.39475443584690895,1.6079694211218734,140,
HALLMARK_E2F_TARGETS,0.13917525773195877,0.2232142857142857,0.19189224038483796,0.2857955671940263,1.187190098173207,165,
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,4.1366724535235323e-4,0.0025854202834522076,0.49849310876659025,-0.4071728561287018,-1.6274767588480274,166,
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.019550968982307244,0.04887742245576811,0.35248785758361917,-0.3538792696387057,-1.4057750133715665,159,
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07855973813420622,0.15711947626841244,0.20429475651688608,-0.32690472121509256,-1.2784815101526632,145,
HALLMARK_FATTY_ACID_METABOLISM,0.304857621440536,0.38107202680067004,0.09688777032754396,-0.2756363743430947,-1.0666579653808679,133,
HALLMARK_G2M_CHECKPOINT,0.7912371134020618,0.7912371134020618,0.06863256318367258,0.21055380132261475,0.8746370369461831,165,
HALLMARK_GLYCOLYSIS,0.2190721649484536,0.3200204813108039,0.15016980212840597,0.2652154875634246,1.1123515522324492,172,
HALLMARK_HEDGEHOG_SIGNALING,0.3532608695652174,0.43080593849416754,0.09284812141598782,-0.35565284181874685,-1.074669633182829,32,
HALLMARK_HEME_METABOLISM,0.2222222222222222,0.3200204813108039,0.14920754243532175,0.26708353150750863,1.1136036455235843,168,
HALLMARK_HYPOXIA,0.4013266998341625,0.46665895329553786,0.08085891502800323,-0.25455899148016675,-1.021765096075424,174,
HALLMARK_IL2_STAT5_SIGNALING,0.11428571428571428,0.20020319129863146,0.21392785549235627,0.291654963330075,1.2099092571243104,155,
HALLMARK_IL6_JAK_STAT3_SIGNALING,2.954286809696407e-4,0.002110204864068862,0.49849310876659025,0.5453432881838809,1.8922892714461228,53,
HALLMARK_INFLAMMATORY_RESPONSE,9.252870594791975e-7,7.71072549565998e-6,0.6594443980379349,0.5120584211441197,2.0357613328736974,114,
HALLMARK_INTERFERON_ALPHA_RESPONSE,7.304243104811998e-8,1.2173738508019998e-6,0.7049757151672383,0.6001605544133065,2.2519799174695034,82,
HALLMARK_INTERFERON_GAMMA_RESPONSE,3.876179662332884e-12,1.214615696570076e-10,0.8870749883998732,0.5711080037875127,2.3497823614103828,150,
HALLMARK_KRAS_SIGNALING_DN,0.26688632619439867,0.36732493091595336,0.10395847155995677,-0.29715268374350273,-1.1014393826883389,101,
HALLMARK_KRAS_SIGNALING_UP,9.631118519486106e-4,0.0040129660497858774,0.47727081536286214,0.38872100597359976,1.5932137697671822,147,
HALLMARK_MITOTIC_SPINDLE,0.46808510638297873,0.5129249685208502,0.0721797965581253,-0.24634747931116582,-0.9927028227286145,178,
HALLMARK_MTORC1_SIGNALING,1.384940487318814e-7,1.7311756091485175e-6,0.6901324587967956,0.45052897759516364,1.9314327536506877,195,
HALLMARK_MYC_TARGETS_V1,0.027610846458071815,0.06275192376834504,0.35248785758361917,0.3083671183499409,1.3182731046043832,190,
HALLMARK_MYC_TARGETS_V2,0.08872901678657075,0.16431299404920507,0.2343926472946861,0.37735477951032215,1.3332313021842392,58,
HALLMARK_MYOGENESIS,0.05967741935483871,0.12432795698924733,0.2343926472946861,-0.3304850625291561,-1.3078352246730598,154,
HALLMARK_NOTCH_SIGNALING,0.22401433691756273,0.3200204813108039,0.12098514214525231,-0.39792640975660715,-1.1906114915221515,30,
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.010818133267967519,0.030438682509156097,0.3807304007227924,0.31213197991558195,1.3388730784566083,197,
HALLMARK_P53_PATHWAY,5.190019499468464e-4,0.002883344166371369,0.47727081536286214,0.367815373830207,1.5515464762679956,177,
HALLMARK_PANCREAS_BETA_CELLS,0.47161572052401746,0.5129249685208502,0.08705158679467351,0.3424274564902132,0.9784874415331982,23,
HALLMARK_PEROXISOME,0.5463576158940397,0.5575077713204487,0.06508775669173134,-0.2640610144698153,-0.95319626772731,86,
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.017727275076333707,0.04665072388508871,0.35248785758361917,0.3678900522910208,1.405226984336004,91,
HALLMARK_PROTEIN_SECRETION,0.009559841226841339,0.029874503833879185,0.3807304007227924,0.3849382513456078,1.4703458675367005,91,
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,8.866462521417745e-4,0.0040129660497858774,0.47727081536286214,0.5437113477499641,1.81833186993981,44,
HALLMARK_SPERMATOGENESIS,0.2925,0.38107202680067004,0.12563992130984047,0.2931094353235042,1.090032306684006,77,
HALLMARK_TGF_BETA_SIGNALING,0.30067567567567566,0.38107202680067004,0.09821233512174378,-0.3304793800934331,-1.0955599401857605,50,
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.49514563106796117,0.5191087196467992,0.06879430956047748,-0.24763987472992896,-0.9812849833158744,157,
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.004892341402966662,0.01747264786773808,0.40701791892395395,0.38375726683979594,1.506415324828752,107,
HALLMARK_UV_RESPONSE_DN,0.14285714285714285,0.2232142857142857,0.14826150047510658,-0.30534362608384236,-1.1889886167004347,136,
HALLMARK_UV_RESPONSE_UP,0.08620689655172414,0.16431299404920507,0.24133997681509095,0.30910205254852374,1.2563578513530287,134,
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.11611785095320624,0.20020319129863146,0.17093233537005617,-0.4237749730918192,-1.3086811908781177,35,
HALLMARK_XENOBIOTIC_METABOLISM,0.040521848510703055,0.0880909750232675,0.3217759180753611,0.3177329613372481,1.302305244190491,143,
